t_hours,z_meters,psi_meters,t_norm,z_norm,psi_norm,source
1317.0,8.0192,-0.393,0.48214285714285715,0.14580363636363636,-0.006140765233821344,profile_snapshot
1379.0,10.3304,-0.537,0.6666666666666666,0.18782545454545452,-0.07416154936230512,profile_snapshot
1383.0,16.7824,-2.172,0.6785714285714286,0.30513454545454544,-0.846480869154464,profile_snapshot
1381.0,14.8564,-2.273,0.6726190476190477,0.27011636363636365,-0.8941898913556922,profile_snapshot
1425.0,16.3009,-2.199,0.8035714285714286,0.29638,-0.8592347661785545,profile_snapshot
1397.0,5.9902,-0.507,0.7202380952380952,0.10891272727272727,-0.0599905526688711,profile_snapshot
1329.0,3.2366,-0.468,0.5178571428571429,0.05884727272727273,-0.041568256967406736,profile_snapshot
1209.0,12.2563,-2.398,0.16071428571428573,0.22284181818181817,-0.9532357109116676,profile_snapshot
1341.0,15.7231,-2.226,0.5535714285714286,0.28587454545454544,-0.8719886632026452,profile_snapshot
1161.0,8.7896,-2.455,0.017857142857142856,0.1598109090909091,-0.9801606046291923,profile_snapshot
